38 Sea Zone  (6411,2750)  (6503,2832)  (6401,2832)  (6615,3003)  (6481,2986)  (6603,3142)  (6614,3072)  (6445,3063)  (6515,2905)  (6405,2905)  (6648,3356)  (6436,3364)  (6614,3289)  (6441,3289)  (6433,3141)  (6601,3215)  (6439,3215)  | overflowToLeft=true
Alberta Saskatchewan Manitoba  (278,940)  (197,1089)  (194,1172)  (86,1171)  (93,1095)  (64,1017)  (207,861)  (78,865)  (194,787)  (50,796)  (2,724)  (102,723)  (178,649)  (29,660)  (9,596)  (96,584)  (203,594)  (409,576)  (300,542)  (195,524)  (230,458)  (98,521)  (1,509)  (330,469)  (440,475)  (297,407)  (403,406)  | overflowToLeft=false
Colombia  (828,2962)  (946,3059)  (902,3128)  (797,3089)  (839,2870)  | overflowToLeft=false
Ecuador  (709,3166)  (761,3215)  | overflowToLeft=false
Manchuria  (7415,1687)  (7325,1395)  (7432,1397)  (7332,1470)  (7511,1487)  (7285,1745)  (7306,1675)  (7282,1820)  (7395,1819)  (7403,1752)  (7346,1536)  (7347,1608)  (7444,1610)  (7632,1470)  (7595,1538)  (7540,1598)  (7515,1661)  (7514,1731)  (7467,1799)  (7249,1537)  | overflowToLeft=true
16 Sea Zone  (8980,2020)  (8848,1927)  (8713,1838)  (8717,2088)  (8714,1923)  (8715,2005)  (9111,2021)  (8848,2017)  (8980,1927)  (9111,1928)  (8848,1837)  (8980,1837)  (8850,2091)  (8979,2101)  (9118,2091)  (7420,1470)  (9113,1833)  | overflowToLeft=false
5 Sea Zone  (8441,1325)  (8216,1254)  (8081,1250)  (8208,1169)  (8051,1174)  (8207,1095)  (8075,1097)  (7942,1070)  (7813,1131)  (7965,990)  (8595,957)  (8580,1329)  (8485,1252)  (8556,1171)  (8583,1094)  (8618,1252)  (8588,1028)  (8713,1097)  (8723,941)  (8787,867)  (8717,1323)  (8690,1174)  (8729,1017)  (8367,899)  (8289,980)  (8117,1010)  (7870,1513)  (7900,1430)  (7822,1596)  (8767,1247)  | overflowToLeft=false
Eastern United States  (855,1530)  (795,1720)  (785,1608)  (876,1458)  (693,1795)  (679,1730)  (915,1385)  (774,1451)  (746,1530)  (649,1863)  (592,1793)  (660,1937)  (705,2011)  (725,2085)  (580,1718)  (479,1715)  (485,1791)  (1033,1317)  (651,1481)  (576,1643)  (526,1866)  | overflowToLeft=true
Chahar  (7050,1953)  (7045,2019)  (7045,1885)  (7065,1811)  (6932,1967)  (7015,2091)  (6725,1830)  (6930,1860)  (6823,1842)  (6874,1904)  (7127,1742)  | overflowToLeft=false
Hopei  (6960,2175)  (6959,2245)  (6872,2029)  (6880,2172)  (6867,2100)  (6957,2109)  (6945,2045)  | overflowToLeft=false
Tambov  (5128,1350)  (5031,1395)  (4969,1453)  (5125,1286)  (5200,1353)  (5418,1340)  (5317,1278)  (5419,1273)  (5393,1208)  | overflowToLeft=false
126 Sea Zone  (4073,281)  (4072,204)  (4202,241)  (4208,155)  (4341,212)  (4343,132)  | overflowToLeft=false
69 Sea Zone  (3368,4636)  (3367,4718)  (3230,4635)  (3226,4717)  (3367,4798)  (3232,4796)  (3375,4879)  (3093,4633)  (3093,4710)  (2955,4634)  (2927,4711)  (2906,4789)  (3071,4790)  (2905,4876)  (3041,4866)  (3200,4882)  (3364,4962)  (3222,4955)  (3081,4966)  (2918,4963)  (2913,5044)  (3061,5045)  (3214,5041)  (3352,5043)  (3362,5122)  (3226,5124)  (3088,5126)  (2919,5116)  (2920,5196)  (3092,5203)  (3237,5198)  (3381,5202)  (3372,5264)  (3163,5270)  (3012,5271)  | overflowToLeft=false
34 Sea Zone  (8295,3375)  (8185,3430)  (8060,3306)  (8061,3568)  (8060,3631)  (8173,3298)  (8294,3311)  (8265,3443)  (8196,3507)  (8305,3511)  (8181,3576)  (8294,3580)  (8178,3628)  (8303,3629)  | overflowToLeft=false
Eastern Poland  (4407,1470)  (4355,1340)  (4391,1535)  (4355,1596)  (4428,1329)  (4486,1400)  (4482,1473)  (4464,1535)  (4468,1267)  | overflowToLeft=false
New Guinea  (8820,4092)  (8760,4025)  (8708,3970)  (8655,3910)  (8545,3865)  (8540,3925)  (8525,3994)  (8515,4056)  (8625,4010)  (8880,4128)  | overflowToLeft=false
Soviet Far East  (8787,729)  (8709,809)  (8915,673)  (8946,524)  (9170,552)  (8815,652)  (8681,732)  (8701,639)  (8593,819)  (9216,480)  (8433,1028)  (8480,939)  (8339,1101)  (8448,1101)  (8372,1174)  (8359,1248)  (8529,715)  (8591,650)  (8593,570)  (8482,547)  (8377,529)  (8381,457)  (8492,465)  (8594,489)  (8903,595)  (9101,479)  (9101,403)  (8998,442)  (8999,367)  (8846,504)  (8731,501)  (8891,431)  (8792,430)  (8686,429)  (8841,360)  (8586,414)  (8677,354)  | overflowToLeft=true
82 Sea Zone  (3499,3620)  (3399,3709)  (3389,3797)  (3531,3794)  (3372,3554)  (3379,3872)  (3519,3872)  (3375,3949)  (3528,3949)  (3562,4024)  (3398,4038)  (3387,4118)  (3539,4109)  (3556,4184)  (3399,4195)  (3559,4262)  (3400,4268)  (3552,4335)  (3390,4346)  (3512,4413)  (3385,4424)  (3384,4543)  | overflowToLeft=true
Okinawa  (7640,2570)  (7665,2645)  (7700,2570)  (7740,2530)  | overflowToLeft=false
Anglo Egyptian Sudan  (4632,3112)  (4535,3113)  (4437,3112)  (4639,3180)  (4584,3248)  (4564,3314)  (4540,3181)  (4442,3184)  (4371,3502)  (4458,3437)  (4495,3365)  (4345,3433)  (4388,3366)  (4244,3429)  (4287,3363)  (4296,3293)  (4340,3221)  (4342,3144)  (4250,3220)  (4197,3286)  (4187,3361)  (4479,3275)  (4236,3157)  | overflowToLeft=true
Tsagaan Olom  (6620,1655)  (6595,1705)  (6405,1631)  (6486,1644)  (6527,1582)  (6610,1589)  | overflowToLeft=false
119 Sea Zone  (3002,789)  (2890,843)  (3009,702)  (2868,768)  (2875,692)  (2760,848)  (2735,767)  (3015,626)  (3023,550)  (3024,473)  (3023,397)  (2882,399)  (2878,476)  (2872,551)  (2873,621)  (2785,902)  (2668,899)  | overflowToLeft=true
Afghanistan  (5645,2283)  (5635,2377)  (5690,2146)  (5773,2162)  (5832,2077)  | overflowToLeft=false


New South Wales  (8700,4990)  (8745,4920)  (8791,4779)  (8784,4850)  (8687,4780)  (8684,4860)  (8599,4779)  (8586,4849)  (8625,4920)  (8510,4777)  (8520,4921)  | overflowToLeft=true


West India  (5931,2482)  (5860,2482)  (5935,2396)  (5972,2321)  (5859,2594)  (5962,2250)  (5872,2322)  (5860,2251)  (5857,2110)  (5811,2664)  (5819,2737)  (5823,2811)  (5826,2884)  (5835,2960)  (5695,2718)  (5722,2797)  (5609,2640)  (5710,2636)  (5645,2561)  (5584,2453)  (5686,2479)  (5719,2407)  (5747,2336)  (5760,2263)  (5828,2404)  (5881,2179)  | overflowToLeft=false
107 Sea Zone  (1999,1456)  (2094,1376)  (2133,1456)  (2003,1536)  (2132,1529)  (1964,1377)  (1867,1459)  (1867,1539)  (1829,1378)  (2222,1372)  | overflowToLeft=false
French Guiana  (1420,3040)  | overflowToLeft=false
Scotland  (3170,830)  (3185,900)  (3275,805)  (3239,710)  (3260,885)  (3141,714)  (3079,922)  (2993,918)  (3410,550)  (3031,868)  | overflowToLeft=true
12 Sea Zone  (10032,2282)  (10027,2169)  (10161,2170)  (10165,2258)  (10297,2172)  (10246,2358)  (10298,2254)  (10246,2435)  (10433,2172)  (10245,2511)  (10432,2253)  (10380,2346)  (10376,2426)  (10241,2587)  (10371,2510)  (10369,2591)  (10490,2347)  (10494,2417)  (10494,2493)  (10494,2597)  | overflowToLeft=false
113 Sea Zone  (3850,895)  (3914,1034)  (3985,1100)  (3855,950)  (3983,1157)  (3925,977)  (3875,850)  | overflowToLeft=false
French Madagascar  (5133,4200)  (5102,4260)  (5074,4333)  (5013,4485)  (5055,4410)  (4912,4525)  (4848,4583)  (4938,4585)  (4837,4660)  (4929,4655)  | overflowToLeft=false
1 Sea Zone  (10201,1145)  (10068,1146)  (10066,1064)  (9934,991)  (10064,990)  (10196,1066)  (10195,990)  (10060,913)  (10338,1137)  (10308,1066)  (9636,970)  (9782,967)  (9907,1068)  (9834,907)  (10028,837)  (10150,826)  (10174,909)  (9943,909)  (9920,1141)  (9598,844)  | overflowToLeft=true
88 Sea Zone  (1665,2671)  (1796,2586)  (1791,2750)  (1795,2508)  (1797,2665)  (1927,2671)  (1927,2595)  (1929,2506)  (1662,2492)  (1653,2579)  (1657,2746)  (1784,2826)  (1649,2825)  (1791,2904)  (1651,2906)  (1515,2488)  (1510,2566)  (1509,2658)  (1503,2740)  (1499,2825)  (1792,2983)  (1654,2988)  (1519,2907)  (1382,2920)  (1445,2989)  (1595,3065)  (1790,3064)  | overflowToLeft=false
Hainan  (7150,2834)  | overflowToLeft=false
79 Sea Zone  (5780,3118)  (5737,3043)  (5704,2968)  (5670,2892)  (5605,3043)  (5590,2812)  (5645,3118)  (5782,3196)  (5640,3198)  (5581,2734)  (5644,3279)  (5649,3359)  (5669,3434)  (5672,3515)  (5576,2967)  (5781,3599)  (5647,3623)  | overflowToLeft=true
Russia  (5105,1048)  (5092,978)  (4979,1115)  (5009,1046)  (5060,1191)  (4993,973)  (4974,1256)  (5077,1119)  (5159,1196)  (5192,970)  (5110,912)  (5215,912)  (5289,966)  (5370,975)  (5460,985)  (5301,1033)  (5273,1116)  (5258,1192)  (5363,1100)  (5350,1172)  (5459,1080)  (5034,919)  (5069,1254)  (4961,1186)  (5173,1123)  (5203,1048)  (5558,1020)  | overflowToLeft=false
Karelia  (4580,625)  (4625,690)  (4555,549)  (4557,483)  (4519,419)  (4517,352)  (4519,285)  (4612,383)  (4689,385)  (4604,314)  (4694,317)  | overflowToLeft=false
Kiangsu  (7435,2295)  (7480,2355)  (7505,2278)  (7390,2365)  (7346,2300)  (7370,2425)  (7495,2430)  (7448,2187)  | overflowToLeft=false
Kiangsi  (7350,2515)  (7270,2540)  (7425,2535)  (7378,2590)  (7383,2476)  (7460,2480)  | overflowToLeft=false
Alaska  (9830,578)  (9730,611)  (9556,569)  (9607,700)  (9726,748)  (9598,454)  (9709,522)  (9853,774)  (9836,684)  (9724,679)  (10049,675)  (9697,368)  (9712,441)  (9942,700)  (10171,687)  (10309,745)  (9802,340)  (9813,412)  (9912,360)  (9992,433)  (10038,745)  (10095,452)  (9736,877)  (9931,839)  (10412,900)  (10065,603)  (10102,525)  (10189,605)  (10215,531)  (10209,457)  | overflowToLeft=false
Korea  (7615,1930)  (7680,2050)  (7537,1907)  (7540,1835)  (7694,2094)  (7615,2105)  (7537,1968)  (7611,2045)  (7595,1852)  (7580,1765)  | overflowToLeft=false
Romania  (4380,1858)  (4405,1923)  (4325,1947)  (4225,1840)  (4300,1875)  (4240,1951)  (4355,1738)  (4350,1795)  (4214,1891)  (4443,1888)  (4405,1969)  | overflowToLeft=false
Hunan  (7004,2565)  (7155,2500)  (7020,2500)  (7100,2545)  (6945,2465)  (6987,2416)  (7190,2458)  (7110,2460)  (7164,2398)  | overflowToLeft=false
Persia  (5212,2460)  (5206,2384)  (5380,2570)  (5302,2505)  (5403,2505)  (5290,2305)  (5374,2320)  (5319,2438)  (5344,2245)  (5383,2192)  (5380,2127)  (5472,2091)  | overflowToLeft=false
Philippines  (7657,2935)  (7639,3012)  (7840,3318)  (7804,3384)  (7804,3253)  (7776,3188)  (7648,3139)  (7695,3216)  (7721,3283)  (7720,3349)  (7638,3082)  (7544,3259)  | overflowToLeft=true
Quebec  (912,1197)  (990,946)  (1004,1032)  (993,1118)  (885,1117)  (998,880)  (810,1213)  (776,1109)  (752,1024)  (785,948)  (788,863)  (828,784)  (719,781)  (683,915)  (658,711)  | overflowToLeft=true
31 Sea Zone  (9449,2942)  (9323,2941)  (9450,2871)  (9196,2942)  (9328,2871)  (9334,2807)  (9454,2803)  (9084,2873)  (9210,2705)  (9334,2719)  (9456,2714)  (9087,2715)  (9082,2943)  | overflowToLeft=true


8 Sea Zone  (9395,875)  (9385,1061)  (9524,1060)  (9262,879)  (9252,1078)  (9242,1152)  (9379,1147)  (9513,1137)  (9247,1236)  (9381,1226)  (9512,1215)  (9243,1319)  (9375,1300)  (9514,1296)  (9243,1392)  (9372,1379)  (9248,1467)  (9382,1461)  (9501,1370)  (9512,1459)  (9655,1057)  (9647,1136)  (9643,1214)  (9641,1290)  (9631,1377)  (9640,1466)  (9776,1051)  (9775,1123)  (9770,1206)  (9770,1289)  (9767,1364)  (9767,1454)  | overflowToLeft=false


19 Sea Zone  (7627,2325)  (7624,2404)  (7630,2504)  (7690,2420)  (7783,2630)  (7892,2616)  (7885,2530)  (7934,2693)  (7814,2697)  (7705,2701)  (7610,2695)  (7757,2488)  (7570,2235)  (7478,2131)  (7900,2475)  | overflowToLeft=false
25 Sea Zone  (9298,2409)  (9298,2333)  (9294,2252)  (9305,2640)  (9157,2555)  (9446,2575)  (9159,2407)  (9159,2335)  (9161,2254)  (9163,2647)  (9158,2170)  (9451,2630)  (9438,2483)  (9295,2172)  (9439,2401)  (9441,2247)  (9439,2325)  (9302,2581)  (9436,2172)  (9248,2088)  (9399,2088)  (9244,2013)  (9407,2009)  (9248,1938)  (9425,1938)  | overflowToLeft=false
Slovakia Hungary  (4140,1785)  (4290,1725)  (4280,1665)  (4135,1716)  (4215,1776)  (4165,1655)  (4055,1795)  (4295,1790)  (4280,1605)  | overflowToLeft=false
66 Sea Zone  (1195,4717)  (1210,4636)  (1207,4556)  (1221,4458)  (1200,4899)  (1054,4903)  (1208,4976)  (1069,4984)  (919,4829)  (858,4749)  (843,4667)  (817,4582)  (808,4496)  (805,4408)  (912,4910)  (778,4837)  (715,4754)  (708,4669)  (668,4585)  (671,4506)  (662,4396)  (514,4372)  (518,4453)  (518,4529)  (512,4611)  (554,4697)  (565,4783)  (633,4860)  (763,4926)  (490,4863)  (424,4784)  (401,4696)  (374,4603)  (373,4524)  (370,4444)  (365,4357)  (213,4359)  (220,4441)  (222,4527)  (228,4622)  (249,4710)  (268,4792)  (335,4873)  (610,4942)  (476,4942)  (338,4955)  (197,4882)  (132,4791)  (102,4706)  (83,4620)  (75,4523)  (79,4443)  (53,4359)  (45,4879)  (6,4962)  (157,4966)  (16,5047)  (156,5046)  (304,5038)  (438,5034)  (580,5032)  (722,5026)  (897,5014)  (1192,5065)  (1031,5079)  (863,5104)  (722,5114)  (576,5121)  (424,5119)  (275,5124)  (128,5131)  (16,5239)  (167,5232)  (320,5234)  (469,5223)  (640,5238)  (779,5213)  (916,5236)  (1067,5210)  | overflowToLeft=false
122 Sea Zone  (2406,463)  (2409,545)  (2406,631)  (2271,630)  (2268,545)  (2265,459)  (2403,384)  (2121,461)  (2128,541)  (2131,629)  (1996,634)  (2404,300)  (2404,213)  (2270,375)  (1996,551)  (1865,641)  (1860,559)  (1982,458)  | overflowToLeft=true
85 Sea Zone  (1692,4125)  (1564,4208)  (1556,4129)  (1696,4208)  (1692,4044)  (1563,4291)  (1696,4288)  (1561,4369)  (1694,4366)  (1560,4046)  (1428,4277)  (1417,4357)  (1802,4449)  (1667,4448)  (1532,4449)  (1394,4443)  (1799,4529)  (1661,4530)  (1521,4527)  (1375,4528)  (1793,4611)  (1653,4612)  (1519,4609)  (1518,4719)  (1658,4716)  (1798,4716)  | overflowToLeft=false
50 Sea Zone  (9815,3507)  (9813,3593)  (9813,3676)  (9812,3765)  (9813,3951)  (9816,3862)  (9960,3874)  (9809,4040)  (9809,4122)  (9943,4091)  (9807,4208)  (9945,4182)  (9810,4303)  (9946,4271)  (9812,4395)  (9951,4356)  (9814,4487)  (9951,4439)  (10107,3874)  (10173,3952)  (10086,4091)  (10090,4175)  (10087,4259)  (10087,4349)  (10109,4432)  (9851,4578)  (10244,3871)  (10316,3946)  (10447,3878)  (10458,3956)  (10262,4365)  (10405,4283)  (10414,4366)  (10251,4448)  (10419,4453)  (10016,4607)  (10168,4531)  (10182,4607)  (10305,4530)  (10329,4610)  (10441,4530)  (10466,4608)  | overflowToLeft=false
91 Sea Zone  (2819,2412)  (2766,2490)  (2685,2412)  (2632,2490)  (2553,2414)  (2705,2570)  (2613,2157)  (2620,2237)  (2476,2160)  (2483,2243)  (2679,2650)  (2543,2661)  (2566,2575)  (2494,2492)  (2416,2408)  (2344,2153)  (2344,2238)  (2207,2156)  (2208,2237)  (2284,2410)  (2152,2408)  (2358,2490)  (2226,2490)  (2433,2572)  (2301,2566)  (2168,2569)  (2094,2492)  (2253,2669)  (2112,2321)  (2245,2320)  (2379,2320)  (2106,2670)  | overflowToLeft=true
Archangel  (4913,540)  (4814,530)  (4821,596)  (4839,662)  (4842,729)  (4821,794)  (4791,848)  (4790,913)  (4910,587)  (4936,652)  (4937,714)  (4916,794)  (4780,976)  (4694,1017)  (5010,780)  (5032,717)  (5031,645)  | overflowToLeft=false
116 Sea Zone  (1415,988)  (1315,911)  (1445,912)  (1547,988)  (1186,873)  (1141,791)  (1279,796)  (1415,830)  (1581,908)  (1686,985)  (1820,994)  (1955,993)  (1714,910)  (1846,910)  (1553,829)  (1687,827)  (1826,825)  (1955,826)  (1819,748)  (1953,729)  | overflowToLeft=false
Marianas  (8441,2904)  (8393,2972)  (8423,2839)  (8371,2771)  | overflowToLeft=false
Angola  (3904,4058)  (4001,4064)  (3972,4282)  (3973,4210)  (3980,3989)  (3980,4137)  (3873,4237)  (3775,4289)  (3777,4214)  (3805,4061)  (3803,3987)  | overflowToLeft=true
124 Sea Zone  (3193,206)  (3195,306)  (3062,311)  (3061,232)  (3195,117)  (3063,144)  (2947,97)  | overflowToLeft=true
Siam  (6775,2905)  (6861,2926)  (6757,2832)  (6791,2997)  (6889,2997)  (6825,3069)  | overflowToLeft=false
93 Sea Zone  (3360,1990)  (3473,2030)  (3345,2050)  (3466,2190)  (3465,2110)  (3375,2205)  (3385,2123)  (3295,2110)  (3295,2209)  (3215,2209)  | overflowToLeft=true
Shantung  (7343,2117)  (7335,2175)  (7242,2187)  (7258,2113)  (7265,2255)  (7365,2230)  (7278,2052)  (7405,2125)  (7394,2038)  | overflowToLeft=false
29 Sea Zone  (10276,3420)  (10155,3331)  (10164,3247)  (10110,3420)  (10033,3207)  (10032,3285)  (10025,3363)  (10045,3619)  (10288,3203)  (10036,3704)  (10036,3790)  (10169,3789)  (10170,3708)  (10423,3203)  (10405,3288)  (10406,3369)  (10408,3446)  (10414,3525)  (10336,3603)  (10298,3680)  (10296,3769)  (10472,3607)  (10454,3687)  (10456,3771)  | overflowToLeft=false
Tibet  (6323,2286)  (6376,2340)  (6268,2232)  (6245,2318)  (6401,2245)  (6214,2178)  (6454,2299)  (6190,2260)  (6479,2235)  (6174,2124)  (6136,2206)  | overflowToLeft=false
Portugal  (2775,2152)  (2780,2228)  (2826,2003)  (2765,2008)  | overflowToLeft=true
Tanganyika Territory  (4505,3826)  (4515,3897)  (4604,3876)  (4571,3967)  (4569,4038)  (4420,3873)  (4326,3810)  (4325,3878)  (4332,3945)  (4345,4015)  (4401,4080)  (4435,4023)  (4525,4101)  (4610,4133)  | overflowToLeft=false
47 Sea Zone  (9065,3746)  (8992,3653)  (8946,3737)  (8991,3572)  (8865,3653)  (8862,3575)  (8992,3497)  (8864,3500)  (9098,3651)  (8865,3849)  (8853,3740)  (9099,3574)  (9065,3819)  (9098,3498)  | overflowToLeft=false
Greece  (4230,2385)  (4185,2315)  (4260,2315)  (4141,2236)  (4183,2180)  (4275,2152)  (4259,2207)  (4509,2392)  (4355,2145)  | overflowToLeft=false
Bessarabia  (4500,1775)  (4450,1796)  (4420,1728)  (4474,1840)  | overflowToLeft=false
3 Sea Zone  (9060,564)  (9285,560)  (9120,627)  (9274,625)  (9014,627)  (9273,403)  (9148,313)  (9274,320)  (9018,291)  (8890,286)  (9272,232)  (8761,290)  (8977,213)  (8831,213)  (9114,164)  (8679,213)  (8952,133)  (8807,134)  (8530,231)  (8536,152)  (8400,158)  (8383,238)  (8246,196)  (8119,197)  (7938,238)  (7798,226)  (7712,145)  (7575,132)  (7444,198)  (7313,166)  (7180,180)  | overflowToLeft=true
Morocco  (2835,2631)  (2894,2598)  (3080,2562)  (2991,2605)  (2920,2720)  (3020,2730)  (3035,2655)  (2910,2534)  (2820,2702)  | overflowToLeft=true
65 Sea Zone  (276,3651)  (404,3570)  (140,3566)  (269,3484)  (272,3570)  (271,3401)  (136,3486)  (398,3490)  (138,3652)  (140,3727)  (277,3733)  (414,3650)  (412,3735)  (551,3736)  (553,3650)  (536,3555)  (543,3475)  (408,3400)  (548,3393)  (530,3295)  (392,3306)  (257,3311)  (94,3291)  (109,3382)  (696,3661)  (740,3740)  (812,3822)  (682,3829)  (547,3832)  (413,3831)  (273,3815)  (123,3821)  (816,3914)  (678,3928)  (542,3918)  (412,3924)  (274,3921)  (131,3916)  (814,4009)  (670,4012)  (527,4015)  (379,4018)  (245,4017)  (108,4008)  (814,4089)  (663,4105)  (514,4106)  (345,4099)  (197,4106)  (36,4102)  (811,4191)  (662,4194)  (487,4208)  (343,4209)  (212,4221)  (44,4232)  | overflowToLeft=true
60 Sea Zone  (7265,4893)  (7122,4894)  (6983,4896)  (6846,4896)  (7125,4972)  (6991,4974)  (6852,4976)  (7125,5049)  (7258,4971)  (7259,5047)  (6710,4899)  (6578,4896)  (6580,4975)  (6715,4974)  (7267,5124)  (7131,5128)  (6990,5051)  (6853,5055)  (6714,5054)  (6576,5055)  (6996,5127)  (6854,5134)  (6717,5135)  (6578,5133)  (7263,5206)  (7114,5217)  (6969,5222)  (6836,5216)  (6696,5215)  (6556,5214)  | overflowToLeft=false
Gilbert Islands  (9300,3560)  (9315,3605)  (9350,3660)  | overflowToLeft=false
Iraq  (5110,2445)  (4933,2440)  (4950,2520)  (5025,2440)  (5050,2538)  (5029,2372)  (5045,2311)  (5041,2237)  (5128,2364)  (5128,2501)  | overflowToLeft=false
Northern Territory  (8190,4408)  (8297,4298)  (8205,4300)  (8295,4396)  (8072,4396)  (8388,4472)  (8287,4473)  (8080,4473)  (7977,4473)  (7871,4567)  (7978,4553)  (8080,4552)  (8295,4547)  (8388,4546)  (8393,4621)  (8291,4620)  (8093,4624)  (7994,4626)  (8401,4697)  (8299,4694)  (8199,4691)  (8083,4697)  (8095,4765)  | overflowToLeft=true
Chile  (970,4018)  (970,3856)  (953,3782)  (946,4087)  (945,4161)  (942,4232)  (930,4302)  (935,4375)  (944,4453)  (955,4531)  (976,4602)  (1016,4674)  (1068,4744)  (1118,4815)  | overflowToLeft=false
Samara  (5540,1278)  (5594,1182)  (5534,1359)  (5651,1315)  (5642,1091)  (5747,1079)  (5789,1174)  (5670,1255)  (5501,1190)  (5664,991)  (5858,1098)  | overflowToLeft=false
106 Sea Zone  (1220,1207)  (1223,1399)  (1345,1321)  (1470,1101)  (1627,1100)  (1562,1192)  (1477,1321)  (1356,1400)  (1289,1486)  (1288,1568)  (1421,1483)  (1429,1564)  (1499,1402)  (1612,1266)  (1625,1344)  (1646,1420)  (1563,1487)  (1564,1568)  (1671,1567)  | overflowToLeft=false
Borneo  (7310,3577)  (7340,3650)  (7228,3633)  (7325,3721)  (7280,3795)  (7140,3695)  (7348,3501)  (7174,3785)  | overflowToLeft=true
Buryatia  (7051,1273)  (7166,1276)  (7086,1345)  (7264,1226)  (7046,1418)  (7363,1182)  (7492,1045)  (7385,1037)  (7281,1032)  (7511,973)  (7402,965)  (7300,961)  (7359,891)  (7471,892)  (7382,816)  (7377,742)  (7276,752)  (7368,671)  (7270,678)  (7315,593)  (7300,516)  | overflowToLeft=false
83 Sea Zone  (2916,3539)  (2916,3626)  (2907,3713)  (3054,3583)  (3049,3667)  (3048,3748)  (3206,3584)  (3208,3669)  (3232,3753)  (2911,3808)  (3058,3840)  (3217,3841)  (2909,3902)  (3052,3932)  (3220,3935)  (2917,4005)  (3062,4016)  (3212,4025)  (2921,4097)  (3064,4098)  (3219,4112)  (2918,4181)  (3061,4181)  (3214,4199)  (3045,4268)  (3210,4284)  (2910,4262)  (3230,4368)  (3245,4456)  (3078,4360)  (3104,4447)  (3243,4541)  (3096,4545)  (2942,4544)  (2912,4341)  (2930,4432)  | overflowToLeft=true
57 Sea Zone  (7111,4512)  (7260,4435)  (7261,4515)  (7115,4433)  (6975,4427)  (7263,4596)  (6840,4425)  (6974,4506)  (7112,4590)  (6975,4587)  (6704,4425)  (6832,4503)  (6688,4495)  (6830,4582)  (6686,4571)  (6692,4653)  (6835,4660)  (6978,4671)  (7116,4674)  (7256,4677)  (7263,4774)  (7123,4780)  (6978,4750)  (6841,4750)  (6696,4731)  (6668,4808)  | overflowToLeft=true
114 Sea Zone  (4090,1195)  (4090,1135)  (4090,1080)  (4205,1155)  (4144,1005)  (4178,1100)  (4175,884)  (4182,750)  (4184,674)  | overflowToLeft=true
Victoria  (8649,5045)  (8473,4951)  (8487,5028)  (8558,5069)  (8563,5016)  (8610,5195)  | overflowToLeft=true
22 Sea Zone  (8535,3020)  (8570,3091)  (8430,3090)  (8571,2946)  (8571,2871)  (8567,2797)  (8494,2714)  (8340,2877)  (8340,2931)  (8342,3035)  (8337,2715)  (8337,2816)  (8416,3033)  (8330,3113)  (8603,2714)  | overflowToLeft=false
West Indies  (760,2250)  (828,2302)  (893,2364)  (634,2264)  (1003,2432)  (817,2466)  (1223,2474)  (1301,2557)  (1268,2642)  (1259,2713)  (1254,2783)  | overflowToLeft=false
Ukraine  (4690,1745)  (4705,1685)  (4640,1785)  (4575,1785)  (4720,1615)  (4785,1675)  (4645,1850)  (4705,1850)  (4806,1609)  | overflowToLeft=false
Urals  (5501,500)  (5406,680)  (5395,583)  (5399,520)  (5552,653)  (5598,494)  (5701,515)  (5716,588)  (5690,667)  (5737,741)  (5846,760)  (5952,775)  (6066,780)  (5794,665)  (5902,680)  (6002,701)  (6102,690)  (5817,592)  (5919,605)  (6017,621)  (6124,616)  (5803,516)  (5905,521)  (6015,541)  (6115,542)  (6222,654)  (6217,581)  (6012,472)  | overflowToLeft=false
98 Sea Zone  (4325,2655)  (4445,2630)  (4330,2595)  (4451,2570)  (4320,2530)  (4588,2536)  (4495,2530)  (4562,2601)  | overflowToLeft=false
French West Africa  (3030,2987)  (3126,3170)  (3019,3170)  (3010,3071)  (3131,3069)  (3134,2990)  (2911,3089)  (2902,3190)  (2788,3139)  (3237,3035)  (3235,3107)  (3022,3229)  (3124,3245)  (3229,3188)  (3225,3263)  (3239,3342)  (3333,3089)  (3335,3171)  (3325,3251)  (3424,3265)  (3238,3412)  (3238,3487)  (3420,3341)  (3413,3420)  | overflowToLeft=false
India  (6253,2468)  (6025,2900)  (6285,2600)  (6195,2690)  (6370,2482)  (6380,2545)  (6125,2755)  (6185,2625)  (6305,2533)  (6151,2443)  (6099,2522)  (6195,2539)  (6061,2828)  (6090,2603)  (6017,2751)  (5976,3122)  (6007,3049)  (5997,2977)  (5982,2568)  (5980,2652)  (6074,2325)  (5917,3045)  (5952,2829)  (5917,2736)  | overflowToLeft=true
75 Sea Zone  (5273,4438)  (5268,4518)  (5405,4436)  (5777,4431)  (5640,4431)  (5779,4510)  (5644,4586)  (5471,4596)  (5626,4509)  (5457,4514)  (5271,4597)  (5779,4588)  (5268,4672)  (5395,4672)  (5529,4669)  (5666,4666)  (5795,4663)  (5788,4736)  (5658,4743)  (5526,4747)  (5396,4750)  (5266,4746)  (5271,4817)  (5526,4822)  (5791,4809)  | overflowToLeft=false
Turkey  (4560,2214)  (4508,2297)  (4541,2132)  (4623,2293)  (4455,2216)  (4417,2112)  (4703,2099)  (4735,2258)  (4836,2210)  (4820,2119)  (4947,2154)  (4937,2079)  (5034,2078)  (5049,2143)  | overflowToLeft=false
